id,perc_premium_paid_by_cash_credit,age_in_days,Income,Count_3-6_months_late,Count_6-12_months_late,Count_more_than_12_months_late,application_underwriting_score,no_of_premiums_paid,premium,sourcing_channel_A,sourcing_channel_B,sourcing_channel_C,sourcing_channel_D,sourcing_channel_E,residence_area_type_Rural,residence_area_type_Urban
93394,0.037,14612,250030,0.0,0.0,0.0,99.89,5,7500,1,0,0,0,0,1,0
30174,0.093,21914,146390,0.0,0.0,0.0,98.35,19,5700,1,0,0,0,0,0,1
82281,0.008,25195,249990,0.0,0.0,0.0,99.0,5,3300,1,0,0,0,0,1,0
91172,0.431,20448,70530,0.0,0.0,3.0,98.22,11,1200,1,0,0,0,0,1,0
87800,0.022,14248,356180,0.0,0.0,0.0,99.47,11,22200,0,0,1,0,0,1,0
88868,0.273,9496,180130,0.0,0.0,1.0,99.07,7,5400,0,1,0,0,0,0,1
12018,0.836,14976,276120,1.0,0.0,0.0,98.31,14,13800,0,0,1,0,0,0,1
47441,0.313,21176,180090,0.0,0.0,0.0,98.0,11,15900,1,0,0,0,0,1,0
94064,0.259,14246,156780,0.0,0.0,0.0,99.02,7,9600,1,0,0,0,0,0,1
78984,0.534,17166,196530,0.0,0.0,0.0,98.4,11,11700,0,0,1,0,0,0,1
107045,0.515,16074,246070,0.0,0.0,1.0,99.82,5,18000,0,0,0,1,0,0,1
112581,0.091,22270,322110,0.0,0.0,0.0,99.25,13,15900,1,0,0,0,0,0,1
92640,0.407,18263,325080,1.0,0.0,0.0,98.85,17,13800,0,0,0,1,0,1,0
99992,0.354,16066,333800,0.0,0.0,0.0,99.35,7,3300,1,0,0,0,0,1,0
13265,0.136,13876,120950,0.0,0.0,0.0,99.16,7,5400,1,0,0,0,0,1,0
64792,0.387,14977,270570,0.0,0.0,0.0,98.12,10,24300,1,0,0,0,0,0,1
177,0.149,8773,60050,0.0,0.0,0.0,99.62,5,1200,1,0,0,0,0,0,1
94797,0.031,13510,168060,0.0,0.0,0.0,99.4,11,9600,1,0,0,0,0,0,1
74144,0.107,12789,300130,0.0,0.0,1.0,99.75,7,3300,1,0,0,0,0,1,0
69244,0.974,14611,259720,1.0,0.0,0.0,99.26,14,9600,0,0,0,1,0,1,0
109320,0.13,19356,109710,0.0,0.0,0.0,98.67,8,9600,1,0,0,0,0,0,1
55093,0.181,22637,411150,0.0,0.0,0.0,99.12,12,34800,0,1,0,0,0,1,0
88701,0.058,21549,214810,0.0,0.0,0.0,99.13,21,5400,1,0,0,0,0,0,1
103034,0.03,28114,135060,0.0,1.0,0.0,99.61,16,5400,0,1,0,0,0,1,0
70087,0.999,20455,111780,4.0,1.0,4.0,99.5,9,13800,1,0,0,0,0,1,0
105802,0.11,20455,166430,1.0,0.0,0.0,99.7,9,11700,0,0,1,0,0,0,1
65433,0.364,12782,130270,0.0,0.0,0.0,99.23,6,3300,0,1,0,0,0,0,1
45402,1.0,14241,30030,0.0,0.0,0.0,99.37,2,5700,0,0,1,0,0,0,1
60228,1.0,19354,210110,0.0,1.0,0.0,97.83,5,13800,0,0,0,0,1,1,0
21062,0.937,16068,184650,2.0,0.0,1.0,98.86,13,13800,0,0,0,1,0,0,1
43016,0.01,10959,224120,0.0,0.0,0.0,99.21,3,15900,1,0,0,0,0,0,1
32877,0.0,21541,330080,0.0,0.0,0.0,98.88,7,13800,1,0,0,0,0,0,1
111313,0.075,29937,184860,0.0,0.0,0.0,99.03,23,9600,0,1,0,0,0,1,0
91211,1.0,9497,90030,1.0,0.0,0.0,99.7,6,9600,1,0,0,0,0,0,1
49657,0.353,16432,201090,0.0,0.0,0.0,97.87,24,3300,0,0,0,1,0,1,0
65792,0.236,23733,137500,0.0,0.0,0.0,98.49,18,3300,0,1,0,0,0,0,1
99211,0.412,24827,251900,2.0,0.0,0.0,98.92,17,15900,1,0,0,0,0,1,0
50966,0.798,20086,144080,1.0,0.0,0.0,99.42,8,11700,1,0,0,0,0,0,1
44209,0.566,17896,300140,0.0,0.0,0.0,99.59,6,26400,0,1,0,0,0,1,0
43869,0.041,27022,68340,0.0,0.0,0.0,97.51,9,3300,0,1,0,0,0,1,0
5454,0.066,28485,162150,0.0,0.0,0.0,99.85,14,9600,0,1,0,0,0,0,1
103843,0.478,14611,260110,0.0,0.0,0.0,99.15,13,24300,0,0,1,0,0,1,0
21111,0.013,17891,612630,0.0,0.0,0.0,99.21,6,3300,1,0,0,0,0,1,0
111572,0.16,17168,162570,0.0,0.0,0.0,99.52,5,11700,0,1,0,0,0,0,1
27093,0.193,25194,147090,0.0,0.0,0.0,99.83,4,7500,1,0,0,0,0,0,1
44555,0.548,20810,326900,0.0,0.0,0.0,99.86,4,30600,0,1,0,0,0,1,0
31283,0.733,8773,48090,0.0,0.0,1.0,99.88,8,1200,1,0,0,0,0,0,1
31469,0.008,18623,200060,0.0,0.0,0.0,99.21,11,7500,1,0,0,0,0,0,1
107835,0.236,12787,87590,1.0,1.0,0.0,99.49,6,5700,0,1,0,0,0,1,0
32883,0.0,25557,147630,0.0,0.0,0.0,99.81,14,7500,1,0,0,0,0,1,0
100681,0.278,13510,153050,0.0,0.0,0.0,99.03,7,9600,0,0,1,0,0,1,0
107441,0.112,24101,159760,1.0,0.0,0.0,98.38,15,3300,0,1,0,0,0,1,0
105299,0.021,28840,153070,0.0,0.0,0.0,99.62,10,7500,1,0,0,0,0,1,0
38353,0.425,13149,741290,0.0,0.0,0.0,99.36,11,57900,0,1,0,0,0,1,0
19512,0.047,26293,132650,1.0,0.0,0.0,97.84,13,7500,1,0,0,0,0,1,0
36313,0.142,13885,435110,0.0,0.0,0.0,99.42,15,22200,1,0,0,0,0,0,1
76726,0.028,23009,186020,0.0,0.0,0.0,99.65,7,7500,0,0,0,1,0,1,0
86877,1.0,9499,62600,0.0,0.0,0.0,99.51,5,3300,1,0,0,0,0,1,0
58498,0.047,22277,63070,2.0,0.0,0.0,97.69,14,3300,0,0,1,0,0,0,1
102794,0.19,14246,277140,0.0,0.0,0.0,99.64,12,15900,0,0,1,0,0,0,1
13158,0.421,16075,210060,0.0,0.0,0.0,98.59,8,13800,0,0,1,0,0,0,1
96566,0.06,20819,207620,0.0,0.0,0.0,99.41,11,20100,0,1,0,0,0,0,1
24946,0.33,19723,123700,0.0,0.0,0.0,98.88,18,5400,1,0,0,0,0,0,1
90284,0.0,20819,95920,0.0,0.0,0.0,99.48,6,5400,1,0,0,0,0,0,1
105437,0.01,21915,82270,0.0,0.0,0.0,99.87,6,9600,1,0,0,0,0,0,1
80497,0.064,20084,321070,0.0,0.0,0.0,99.46,15,24300,0,0,1,0,0,1,0
66573,0.183,24461,298830,0.0,0.0,0.0,99.37,16,13800,0,1,0,0,0,1,0
8734,0.296,31039,175100,0.0,0.0,0.0,99.11,14,20100,1,0,0,0,0,1,0
99348,0.5,14978,195070,0.0,0.0,0.0,99.59,6,9600,1,0,0,0,0,0,1
21183,0.111,20816,75050,0.0,0.0,0.0,97.31,9,3300,0,0,1,0,0,0,1
25185,0.003,25564,129580,0.0,0.0,0.0,99.34,15,9600,0,1,0,0,0,0,1
63021,0.0,19350,156060,0.0,0.0,0.0,99.21,4,7500,1,0,0,0,0,0,1
72179,0.454,10591,150090,0.0,0.0,1.0,99.25,8,7500,1,0,0,0,0,0,1
111590,0.0,19725,206290,0.0,0.0,0.0,98.98,11,11700,1,0,0,0,0,0,1
40368,0.06,21550,167240,0.0,0.0,0.0,98.79,10,3300,1,0,0,0,0,0,1
50492,0.885,19355,249060,1.0,1.0,0.0,97.93,16,11700,0,0,0,1,0,1,0
65008,0.0,15703,80060,0.0,0.0,0.0,96.28,8,5400,1,0,0,0,0,0,1
96442,0.006,28114,100170,0.0,0.0,0.0,99.89,20,3300,1,0,0,0,0,1,0
44432,0.098,16801,237840,0.0,0.0,0.0,98.87,8,20100,0,0,1,0,0,1,0
82524,0.473,19715,135680,0.0,0.0,0.0,99.32,14,7500,0,1,0,0,0,0,1
65096,0.0,29215,300110,0.0,0.0,0.0,99.44,15,36900,1,0,0,0,0,1,0
87736,0.096,17164,49380,0.0,0.0,0.0,98.28,11,3300,0,0,1,0,0,1,0
98377,0.17,18623,390100,0.0,0.0,0.0,98.97,25,1200,1,0,0,0,0,1,0
110095,0.218,14971,218320,0.0,0.0,0.0,99.15,14,3300,0,0,1,0,0,1,0
45884,0.299,16432,125010,0.0,0.0,0.0,97.13,9,7500,0,0,1,0,0,0,1
84649,0.099,25565,93410,0.0,0.0,0.0,99.87,6,7500,0,1,0,0,0,0,1
33228,0.23,18985,217330,4.0,0.0,0.0,99.38,10,9600,1,0,0,0,0,1,0
94831,0.04,22276,386310,0.0,0.0,0.0,99.66,8,30600,1,0,0,0,0,0,1
15469,0.024,26292,105110,0.0,0.0,0.0,99.87,8,7500,1,0,0,0,0,1,0
10359,0.277,20815,78090,0.0,0.0,0.0,98.83,9,5700,1,0,0,0,0,0,1
81312,0.295,22273,189100,0.0,0.0,0.0,99.2,16,20100,0,1,0,0,0,0,1
16334,0.35,19718,302860,0.0,0.0,0.0,98.43,17,18000,0,1,0,0,0,0,1
46402,0.812,14612,88900,0.0,0.0,0.0,98.91,12,5400,1,0,0,0,0,1,0
40778,0.143,23731,75140,0.0,0.0,0.0,94.9,19,3300,1,0,0,0,0,1,0
8867,0.103,14971,210560,0.0,0.0,0.0,99.46,8,3300,1,0,0,0,0,1,0
85508,0.085,23002,394490,0.0,0.0,0.0,99.19,7,32700,0,1,0,0,0,1,0
92177,0.342,13883,482270,0.0,0.0,0.0,99.4,21,3300,0,1,0,0,0,1,0
28231,0.054,14615,210030,0.0,0.0,0.0,99.19,13,7500,1,0,0,0,0,1,0
52027,0.953,12785,267570,0.0,0.0,0.0,99.42,9,11700,0,1,0,0,0,1,0
43844,0.498,12789,54970,0.0,0.0,0.0,99.19,9,3300,1,0,0,0,0,0,1
35928,0.025,14247,124690,0.0,0.0,0.0,99.01,8,7500,1,0,0,0,0,1,0
88879,1.0,21178,82150,0.0,0.0,0.0,99.59,3,3300,1,0,0,0,0,1,0
92976,0.0,11693,255090,0.0,0.0,0.0,98.92,16,13800,0,0,1,0,0,0,1
99126,0.245,16433,197630,0.0,0.0,0.0,99.12,20,11700,0,1,0,0,0,0,1
22818,0.261,14608,510150,0.0,0.0,0.0,99.39,11,39000,0,0,0,1,0,0,1
81871,0.034,21179,272520,1.0,0.0,0.0,99.25,15,15900,0,0,0,1,0,0,1
92990,0.603,8039,24110,0.0,0.0,0.0,99.85,3,1200,1,0,0,0,0,0,1
61250,0.0,18624,165880,1.0,0.0,0.0,99.7,7,13800,0,0,0,1,0,1,0
88903,0.745,11325,125100,0.0,0.0,0.0,98.58,13,7500,1,0,0,0,0,0,1
97665,0.085,12415,165040,0.0,0.0,0.0,99.61,7,13800,1,0,0,0,0,1,0
60444,0.643,17897,462080,0.0,0.0,0.0,98.71,10,20100,0,0,1,0,0,1,0
50188,0.021,19352,165040,0.0,0.0,0.0,99.25,10,5400,0,0,1,0,0,1,0
4929,0.031,12417,224020,0.0,0.0,0.0,99.36,9,7500,0,0,0,1,0,0,1
19686,0.078,24464,500050,0.0,0.0,0.0,97.66,20,15900,1,0,0,0,0,1,0
70924,0.075,23368,166660,0.0,0.0,0.0,99.34,10,7500,1,0,0,0,0,0,1
70465,0.291,14979,187590,0.0,0.0,0.0,99.21,8,11700,1,0,0,0,0,0,1
109659,0.825,15710,210100,1.0,0.0,0.0,99.36,9,9600,1,0,0,0,0,0,1
98160,0.306,15335,258120,0.0,0.0,0.0,99.86,3,9600,0,0,1,0,0,0,1
35081,0.336,11687,36900,0.0,0.0,0.0,97.92,11,1200,1,0,0,0,0,0,1
29903,0.236,23372,355160,1.0,0.0,0.0,98.7,19,13800,1,0,0,0,0,1,0
113838,0.019,22643,157550,1.0,0.0,0.0,99.89,14,11700,1,0,0,0,0,0,1
24205,0.168,22638,397240,0.0,0.0,0.0,98.71,18,5400,0,1,0,0,0,0,1
73263,0.05,14605,75040,0.0,0.0,0.0,98.7,9,3300,0,0,1,0,0,1,0
71794,0.038,12424,252030,0.0,0.0,0.0,99.77,16,1200,1,0,0,0,0,0,1
86987,0.0,16436,151060,0.0,0.0,0.0,99.42,5,7500,0,0,1,0,0,0,1
49543,0.333,16803,265600,0.0,0.0,0.0,99.56,8,20100,0,1,0,0,0,0,1
73003,0.21,17898,129110,0.0,0.0,0.0,99.04,8,7500,0,1,0,0,0,0,1
10905,0.305,20811,245580,4.0,0.0,0.0,99.06,11,22200,0,1,0,0,0,0,1
94549,0.324,16805,314130,1.0,0.0,0.0,99.03,17,18000,0,0,0,1,0,0,1
109270,0.041,27755,45090,0.0,0.0,0.0,99.85,15,5400,1,0,0,0,0,0,1
25317,0.456,20445,100070,0.0,0.0,0.0,99.12,14,5400,0,0,1,0,0,1,0
15423,0.044,24095,195150,0.0,0.0,0.0,98.03,7,9600,1,0,0,0,0,0,1
91068,0.031,17529,201030,0.0,0.0,0.0,99.16,10,9600,1,0,0,0,0,0,1
85327,1.0,14250,127430,0.0,0.0,0.0,98.78,6,7500,1,0,0,0,0,1,0
39164,0.0,20449,289780,0.0,0.0,0.0,99.72,7,20100,0,0,1,0,0,0,1
63708,0.052,30305,67530,0.0,0.0,0.0,98.89,5,3300,1,0,0,0,0,1,0
83097,0.119,23003,100090,0.0,0.0,0.0,99.66,12,9600,1,0,0,0,0,1,0
87510,0.923,21547,69650,1.0,0.0,0.0,98.65,4,5700,0,0,0,0,1,1,0
108008,0.009,28847,40070,0.0,0.0,0.0,99.88,8,1200,1,0,0,0,0,0,1
93392,0.039,20085,374100,0.0,0.0,0.0,99.46,10,36900,0,0,0,1,0,1,0
45305,0.071,14979,210050,0.0,0.0,0.0,99.63,7,18000,0,0,0,1,0,0,1
77401,0.154,24467,144140,0.0,0.0,0.0,98.96,12,7500,0,1,0,0,0,0,1
31672,0.523,23367,180040,0.0,0.0,0.0,98.96,11,13800,1,0,0,0,0,1,0
83951,0.704,10232,39100,0.0,0.0,0.0,96.34,7,5700,1,0,0,0,0,0,1
47354,0.049,19353,145130,0.0,0.0,0.0,98.7,11,7500,0,0,1,0,0,0,1
40965,1.0,28850,75090,0.0,0.0,0.0,99.59,4,1200,1,0,0,0,0,0,1
43470,0.0,12060,337640,0.0,0.0,0.0,99.21,11,3300,1,0,0,0,0,1,0
72141,0.155,11694,200230,0.0,0.0,0.0,99.83,7,24300,1,0,0,0,0,0,1
92320,0.145,19354,203350,1.0,0.0,0.0,98.98,13,9600,0,0,1,0,0,1,0
70517,0.0,13520,348340,1.0,0.0,0.0,99.17,12,18000,0,0,0,1,0,0,1
77494,0.885,17900,362630,4.0,0.0,0.0,99.01,17,22200,0,0,1,0,0,1,0
15396,0.355,20819,216150,2.0,0.0,0.0,99.03,14,13800,1,0,0,0,0,1,0
67876,0.047,24099,200050,0.0,0.0,0.0,99.27,19,7500,1,0,0,0,0,0,1
60442,0.288,12417,60140,0.0,0.0,0.0,98.53,8,5400,0,0,0,1,0,1,0
64979,0.446,20446,129130,0.0,0.0,0.0,98.59,13,5700,1,0,0,0,0,0,1
49561,0.034,15339,405040,0.0,0.0,0.0,99.21,5,3300,0,0,1,0,0,0,1
84889,0.064,9505,188550,0.0,0.0,0.0,98.94,8,9600,0,1,0,0,0,1,0
54347,0.035,24105,397640,0.0,0.0,0.0,99.59,5,24300,1,0,0,0,0,0,1
13923,0.256,21177,90150,3.0,0.0,0.0,96.41,26,1200,1,0,0,0,0,0,1
11049,0.021,14979,60050,0.0,0.0,0.0,92.17,10,1200,0,0,1,0,0,1,0
100304,0.051,25192,54130,0.0,0.0,0.0,99.34,13,3300,1,0,0,0,0,0,1
87792,0.057,9500,24630,0.0,0.0,0.0,99.89,4,1200,1,0,0,0,0,0,1
82725,0.658,15707,250130,0.0,0.0,0.0,98.96,17,11700,0,0,1,0,0,1,0
79938,0.394,21181,60120,0.0,0.0,0.0,99.07,8,5700,1,0,0,0,0,1,0
104451,0.0,19718,177040,0.0,0.0,0.0,99.01,13,11700,0,1,0,0,0,0,1
49104,1.0,16071,405040,0.0,0.0,0.0,99.61,3,34800,0,1,0,0,0,1,0
112544,0.0,26294,78080,0.0,0.0,0.0,98.18,8,3300,1,0,0,0,0,0,1
107163,0.166,23733,325060,0.0,0.0,0.0,98.36,14,3300,0,1,0,0,0,0,1
12388,0.326,17160,300150,0.0,0.0,0.0,99.0,17,20100,1,0,0,0,0,1,0
23627,0.945,21912,181500,0.0,0.0,0.0,98.64,19,9600,1,0,0,0,0,0,1
53383,0.0,14972,250020,0.0,0.0,0.0,99.42,11,11700,0,1,0,0,0,0,1
2048,0.097,19721,544280,0.0,0.0,0.0,98.61,20,41100,1,0,0,0,0,0,1
72679,0.607,24104,360090,0.0,0.0,0.0,99.0,14,18000,1,0,0,0,0,1,0
14093,0.013,31038,150120,0.0,0.0,0.0,99.89,6,9600,1,0,0,0,0,1,0
23125,1.0,15341,59760,0.0,0.0,0.0,96.71,5,5400,0,0,1,0,0,0,1
47298,0.355,13518,173890,0.0,0.0,0.0,99.51,14,13800,0,1,0,0,0,1,0
76409,0.0,23368,108560,0.0,0.0,0.0,99.21,10,9600,1,0,0,0,0,1,0
61386,0.364,14245,150130,0.0,0.0,0.0,98.79,15,5400,0,0,1,0,0,0,1
44572,0.211,21176,510140,1.0,0.0,0.0,98.3,19,39000,0,0,0,1,0,1,0
10675,0.521,25195,195090,0.0,0.0,0.0,98.55,11,9600,0,1,0,0,0,0,1
17366,1.0,17897,84140,0.0,0.0,0.0,99.07,3,7500,0,0,1,0,0,1,0
109160,0.084,18991,168040,1.0,0.0,0.0,99.53,10,15900,0,1,0,0,0,1,0
102502,0.067,23005,180030,0.0,0.0,0.0,99.79,17,3300,1,0,0,0,0,1,0
28277,0.0,23739,182580,1.0,0.0,0.0,99.32,20,5400,1,0,0,0,0,0,1
4235,1.0,15344,105140,0.0,0.0,0.0,99.34,6,11700,0,1,0,0,0,0,1
61686,0.3,15341,216130,0.0,0.0,0.0,98.9,13,24300,0,0,0,1,0,0,1
65772,0.967,18993,99540,0.0,0.0,0.0,99.15,5,5400,1,0,0,0,0,0,1
90149,1.0,12056,55370,1.0,0.0,0.0,99.34,3,3300,0,0,0,1,0,1,0
104323,0.731,20083,97790,0.0,0.0,0.0,98.42,10,7500,1,0,0,0,0,0,1
72048,0.047,9138,217570,0.0,0.0,0.0,99.84,7,18000,1,0,0,0,0,0,1
11749,0.083,17527,315060,0.0,0.0,0.0,99.26,10,22200,1,0,0,0,0,1,0
91556,0.992,20088,217590,1.0,0.0,0.0,98.53,11,11700,0,1,0,0,0,1,0
112119,0.128,21549,75100,1.0,0.0,0.0,99.66,4,5700,1,0,0,0,0,0,1
113629,0.017,17892,184950,0.0,0.0,0.0,99.46,5,9600,0,0,1,0,0,1,0
113964,0.22,19717,122630,0.0,0.0,0.0,99.36,17,9600,0,1,0,0,0,0,1
112079,0.332,21178,126050,0.0,0.0,0.0,99.07,6,3300,1,0,0,0,0,0,1
248,0.854,11321,100050,0.0,0.0,0.0,99.08,6,7500,0,1,0,0,0,1,0
62664,0.485,11324,90880,0.0,0.0,0.0,99.73,8,5400,1,0,0,0,0,1,0
68621,0.221,22645,780140,0.0,0.0,0.0,99.76,10,55800,1,0,0,0,0,1,0
85828,0.911,16067,300030,1.0,1.0,0.0,98.85,11,3300,0,0,1,0,0,0,1
9695,0.434,30300,240140,0.0,0.0,0.0,99.21,4,9600,1,0,0,0,0,1,0
10575,0.205,16439,600100,1.0,0.0,0.0,98.84,9,26400,0,0,0,1,0,0,1
71583,0.913,16803,120080,3.0,0.0,1.0,98.41,12,5400,1,0,0,0,0,1,0
107687,0.594,15336,266940,0.0,0.0,0.0,99.43,16,13800,1,0,0,0,0,0,1
34128,0.582,21547,110050,0.0,0.0,0.0,97.73,19,3300,1,0,0,0,0,1,0
89770,0.044,12419,182560,1.0,0.0,0.0,98.95,15,9600,1,0,0,0,0,0,1
66926,0.214,15708,162570,0.0,0.0,0.0,97.63,19,5400,0,0,1,0,0,0,1
96775,0.951,18987,266990,0.0,0.0,0.0,98.82,11,5400,0,0,1,0,0,0,1
22326,0.158,19356,66090,0.0,0.0,0.0,99.45,12,7500,1,0,0,0,0,0,1
35122,0.618,14243,140180,0.0,0.0,0.0,98.75,14,7500,1,0,0,0,0,0,1
91033,0.096,14240,285120,0.0,0.0,0.0,98.67,8,18000,0,1,0,0,0,0,1
13374,0.978,13513,96070,1.0,1.0,0.0,99.04,10,11700,1,0,0,0,0,1,0
43339,0.021,18265,251370,0.0,0.0,0.0,99.65,5,9600,1,0,0,0,0,1,0
74711,0.334,21914,873120,0.0,0.0,0.0,99.15,14,36900,1,0,0,0,0,0,1
42623,0.335,17531,279540,0.0,0.0,0.0,98.69,15,11700,0,1,0,0,0,1,0
110393,0.074,13885,150030,0.0,0.0,0.0,98.55,11,7500,1,0,0,0,0,0,1
46357,0.056,18630,384050,1.0,0.0,0.0,99.35,15,26400,1,0,0,0,0,0,1
19760,0.0,31033,100070,0.0,0.0,0.0,99.21,9,3300,1,0,0,0,0,1,0
44434,0.531,18263,135130,0.0,0.0,0.0,99.08,9,5400,0,0,1,0,0,1,0
71692,0.799,15335,150100,2.0,0.0,0.0,98.56,12,3300,1,0,0,0,0,0,1
38608,0.1,11326,249150,0.0,0.0,0.0,99.01,11,11700,1,0,0,0,0,1,0
110104,0.0,21178,30110,0.0,0.0,0.0,99.84,5,1200,0,0,0,1,0,1,0
61099,0.024,27753,45100,0.0,0.0,0.0,96.62,11,1200,0,1,0,0,0,0,1
59727,0.029,28844,135080,0.0,0.0,0.0,99.26,12,7500,1,0,0,0,0,1,0
31955,0.499,26292,92130,0.0,0.0,0.0,99.08,12,3300,1,0,0,0,0,1,0
51977,0.0,18990,177060,0.0,0.0,0.0,98.76,10,5700,1,0,0,0,0,0,1
78067,0.052,23005,239690,0.0,0.0,0.0,99.16,14,15900,0,1,0,0,0,0,1
93400,0.372,20087,163980,0.0,0.0,0.0,99.02,19,7500,0,1,0,0,0,0,1
35670,0.199,23006,60750,0.0,0.0,0.0,99.0,7,5700,1,0,0,0,0,0,1
86119,0.068,21905,110090,0.0,0.0,0.0,98.26,17,5400,1,0,0,0,0,1,0
61565,0.682,18258,133210,0.0,0.0,0.0,98.07,7,5400,1,0,0,0,0,0,1
46710,0.333,8772,27100,0.0,0.0,0.0,99.88,3,5700,1,0,0,0,0,0,1
4108,0.018,20088,245030,0.0,0.0,0.0,98.84,22,13800,0,0,1,0,0,0,1
97553,0.835,18262,60070,3.0,0.0,0.0,94.36,9,1200,0,1,0,0,0,0,1
7208,0.053,24464,114550,0.0,0.0,0.0,99.86,7,7500,1,0,0,0,0,0,1
21820,0.961,16438,29570,2.0,0.0,0.0,95.13,12,1200,0,1,0,0,0,1,0
100115,0.029,18621,294110,0.0,0.0,0.0,99.44,7,22200,1,0,0,0,0,0,1
3789,0.17,19725,413670,2.0,1.0,0.0,97.61,29,32700,0,1,0,0,0,0,1
72320,0.045,14248,276130,0.0,0.0,0.0,99.72,8,20100,0,1,0,0,0,0,1
38568,0.0,25925,195120,0.0,0.0,0.0,99.21,4,9600,1,0,0,0,0,1,0
10781,0.522,10598,479400,0.0,0.0,0.0,99.68,12,11700,1,0,0,0,0,0,1
109411,1.0,20813,246070,0.0,0.0,0.0,99.86,6,1200,1,0,0,0,0,0,1
34371,0.168,25197,150060,0.0,0.0,0.0,99.14,12,1200,0,1,0,0,0,1,0
31759,0.044,23736,127420,0.0,0.0,0.0,99.28,8,5400,0,1,0,0,0,1,0
72909,0.001,22279,400160,0.0,0.0,0.0,99.39,6,20100,0,1,0,0,0,1,0
53719,1.0,8400,48950,0.0,0.0,0.0,99.24,4,5700,1,0,0,0,0,0,1
14238,0.317,12420,175320,0.0,0.0,0.0,98.93,21,9600,1,0,0,0,0,1,0
92304,0.01,18991,42320,0.0,0.0,0.0,98.83,6,5700,0,0,1,0,0,0,1
47090,0.916,18629,119780,1.0,0.0,0.0,99.22,10,5700,1,0,0,0,0,0,1
67192,0.0,26650,60120,0.0,0.0,0.0,99.17,6,3300,0,1,0,0,0,0,1
88566,0.704,9497,105080,0.0,0.0,0.0,99.8,4,9600,1,0,0,0,0,0,1
19302,0.397,12416,216120,0.0,0.0,0.0,99.8,7,11700,1,0,0,0,0,1,0
87505,0.0,25556,69110,0.0,0.0,0.0,99.21,9,5400,1,0,0,0,0,1,0
4660,0.098,17898,115120,0.0,0.0,1.0,98.01,15,5400,1,0,0,0,0,0,1
55807,0.818,13512,125320,1.0,0.0,0.0,99.39,12,13800,1,0,0,0,0,0,1
101831,0.073,16795,576030,0.0,0.0,0.0,99.47,9,3300,0,0,1,0,0,1,0
69206,0.021,23731,438050,0.0,0.0,0.0,99.11,22,26400,1,0,0,0,0,0,1
3433,0.531,14247,114150,0.0,0.0,0.0,98.23,17,1200,0,1,0,0,0,1,0
24328,0.05,16430,178890,0.0,0.0,0.0,99.45,5,11700,1,0,0,0,0,0,1
25901,0.926,18629,690040,3.0,0.0,0.0,98.91,14,34800,0,0,1,0,0,0,1
52630,0.069,15707,234040,0.0,0.0,0.0,99.48,5,13800,0,0,1,0,0,0,1
39543,0.082,26291,210050,0.0,0.0,0.0,99.6,5,5400,1,0,0,0,0,0,1
31041,0.437,27747,82590,2.0,0.0,0.0,95.97,12,7500,1,0,0,0,0,1,0
32162,0.096,21908,825080,0.0,0.0,0.0,99.28,17,60000,1,0,0,0,0,0,1
72650,0.369,17528,243060,0.0,0.0,0.0,99.18,12,11700,0,0,1,0,0,0,1
32339,0.508,25199,90040,2.0,2.0,2.0,99.45,12,3300,1,0,0,0,0,0,1
90715,0.201,23736,114100,0.0,0.0,0.0,97.55,13,7500,0,1,0,0,0,0,1
36291,0.052,22275,175230,0.0,0.0,0.0,99.62,14,11700,0,0,1,0,0,0,1
24780,0.027,14973,123030,0.0,0.0,0.0,99.84,7,5400,0,1,0,0,0,0,1
90764,0.015,19722,168040,0.0,0.0,0.0,99.32,10,7500,1,0,0,0,0,0,1
22294,0.198,17900,291290,1.0,0.0,0.0,99.62,9,34800,0,0,1,0,0,0,1
38416,0.5,12052,120100,0.0,0.0,0.0,99.64,6,5400,1,0,0,0,0,0,1
102050,0.068,14976,270140,0.0,0.0,0.0,99.55,6,3300,0,0,0,1,0,0,1
64522,0.061,22645,147580,1.0,0.0,0.0,98.68,13,5400,0,0,0,1,0,0,1
74499,1.0,13518,183060,1.0,2.0,0.0,99.21,2,7500,1,0,0,0,0,0,1
87466,0.006,31396,175090,0.0,0.0,0.0,99.21,10,20100,1,0,0,0,0,0,1
33161,0.942,13146,138040,0.0,0.0,0.0,99.34,7,9600,1,0,0,0,0,0,1
113653,0.007,18992,73220,0.0,0.0,0.0,99.89,6,1200,1,0,0,0,0,1,0
78245,0.027,27382,120070,0.0,0.0,0.0,98.65,17,5400,1,0,0,0,0,0,1
79909,0.029,13516,260130,0.0,0.0,0.0,99.26,10,7500,1,0,0,0,0,0,1
8692,0.572,19724,90150,0.0,0.0,0.0,98.08,5,5400,0,1,0,0,0,1,0
105149,1.0,19716,132150,0.0,2.0,0.0,99.62,4,3300,1,0,0,0,0,1,0
59932,1.0,15342,230890,0.0,0.0,0.0,98.72,7,13800,0,0,0,1,0,1,0
94698,0.392,19718,115540,0.0,0.0,0.0,96.71,20,1200,0,0,1,0,0,1,0
13927,0.097,12053,150040,0.0,0.0,0.0,99.44,7,1200,1,0,0,0,0,0,1
35765,0.046,15706,172170,0.0,0.0,0.0,99.21,4,20100,0,1,0,0,0,0,1
36681,0.091,22635,315050,0.0,0.0,0.0,99.43,10,18000,1,0,0,0,0,0,1
33591,1.0,21905,196300,0.0,0.0,0.0,99.8,6,13800,1,0,0,0,0,1,0
